id,fecha,user_id,audio,duracion,time_inicio,time_fin,nota_0,texto0,keystroke0,nota_1,nota_2,nota_3,nota_4,nota_5,nota_6,nota_7,nota_8,nota_9,nota_10,nota_11,nota_12,nota_13,nota_14,nota_15,nota_16,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,boton1,texto1,keystroke1,boton2,texto2,keystroke2,acciones,selection,alternativas,etapa,boton_out1,boton_out2,preg1_ico,preg2_ico,preg3_ico,preg4_ico,preg5_ico,preg6_ico,preg7_ico,preg8_ico,preg9_ico,preg10_ico,preg11_ico,preg12_ico,preg13_ico,preg14_ico,preg15_ico,preg16_ico,preg17_ico,preg18_ico
191,4/29/20 9:44,3,847,1:23,10:02:07,10:07:18,5.3,"Hace entender al cliente como funciona  y conecta con el cliente, pero tal vez es un poco insistente",111,6.3,3.2,5,4,6.4,6.5,6.1,6.2,5.7,5,6.5,,1.4,,4.7,1.5,10:04:08,10:05:22,10:05:27,10:05:33,10:05:36,10:05:38,10:05:41,10:05:43,10:05:46,10:07:08,10:05:59,10:06:04,,10:06:06,,10:06:10,10:06:13,,,si,No es un cumplido propiamente tal pero elogia su labor de ama de casa,74,no,No se menciona ni una similitud,32,1 (10:02:34) | 2 (10:02:47) | 1 (10:02:51) | 1 (10:04:03),35,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4/29/20 9:48,3,486,0:18,10:07:18,10:10:43,5.6,"-Igual a un audio anterior, hace aproximadamente 14 audios, pero no podria decir exactamente-Tiene una buena frase para introducir el tema y tiene un tono de voz facil de escuchar, se le escucha un poco apagada",221,3.2,2.5,3.2,2.8,4,3.3,6.8,5.9,4.4,5.1,6.6,,3.6,,1.8,2.9,10:09:00,10:09:15,10:09:20,10:09:24,10:09:23,10:09:28,10:09:30,10:09:32,10:09:34,10:09:40,10:09:44,10:09:48,,10:09:56,,10:10:14,10:10:10,,,no,No se dice ni un piropo,24,no,No se menciona ni una similitud,32,1 (10:07:20) | 2 (10:07:40) | 1 (10:08:15) | 1 (10:08:22) | 1 (10:09:04),21,3,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,4/29/20 18:22,8,797-2,6:59,18:40:47,18:44:45,0,"este audio se me repitio denuevo. Le puse esta nota ya que logro captar a la persona, le logra explicar la causa y ",216,6,5,5.5,5.5,5,4,6,5,2.5,5,5,,1,,1,1,,18:42:45,18:42:48,18:42:51,18:42:54,18:44:10,18:44:26,18:44:05,18:44:14,18:44:16,18:44:33,18:44:30,,18:44:37,,18:44:41,18:44:42,,,si,Habla de personas con buen corazon para realizar donaciones ,82,no,,0,1 (18:40:49),15,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,4/29/20 20:56,12,1,0:10,21:13:01,21:19:14,6,"Tiene un buen desempeÃ±o, sin embargo, cambia su tono de voz lo que podria evitar captar la atencion del transeunte ",146,1,1,4,6,4,5,7,7,1,4.2,5,,3,,4,4,21:13:22,21:14:26,21:14:33,21:14:52,21:14:50,21:17:24,21:17:29,21:17:33,21:17:39,21:17:44,21:17:47,21:17:50,,21:17:59,,21:18:31,21:18:35,,,no,,0,no,,0,1 (21:13:04) | 1 (21:13:26),40,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4/29/20 21:04,12,94,0:48,21:20:42,21:26:38,6.7,Energico y explica de la manera mÃ¡s rapida posible de manera que se entienda,124,7,5.7,7,7,5,7,7,6,1.5,5,6.2,,1,,4,4,21:23:18,21:24:49,21:25:04,21:25:09,21:25:13,21:25:21,21:25:54,21:25:57,21:26:01,21:26:07,21:26:11,21:26:16,,21:26:19,,21:26:22,21:26:25,,,no,,0,no,,0,1 (21:20:52) | 1 (21:24:55) | 2 (21:24:57),65,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,4/29/20 21:11,12,201,1:33,21:26:38,21:34:24,6.2,Logra explicar la funcion de la organizacion de manera entendible,82,7,7,7,7,7,6,7,5.8,1,4,6.1,,1,,1,3,21:31:42,21:30:27,21:30:33,21:30:35,21:30:40,21:30:45,21:30:53,21:30:59,21:31:03,21:31:08,21:31:10,21:31:15,,21:31:18,,21:31:24,21:31:32,,,no,,0,no,,0,1 (21:28:52),50,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,4/29/20 21:15,12,22-4,0:03,21:36:30,21:38:22,3,"No es explicita en lo que esta tratando de conseguir, ya que no menciona a la organizacion ni tampoco el tema de ser socio",140,1,1.9,1,1,1,2.1,4.1,4,1,4,4,,5.5,,2,1,21:36:50,21:37:37,21:37:41,21:37:42,21:37:45,21:37:47,21:37:51,21:37:54,21:37:56,21:37:57,21:38:00,21:38:02,,21:38:09,,21:38:12,21:38:14,,,no,,0,no,,0,1 (21:36:39),23,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,4/29/20 21:21,12,548,3:08,21:38:24,21:43:34,7,Explica de manera correcta la funcion de la fundacion y ademas convence al transeunte de ser socio ,131,7,6,7,4,5,4,5.6,5,2.4,4.3,6.3,,4,,1.9,1,21:42:58,21:39:51,21:40:03,21:40:07,21:40:12,21:40:18,21:40:20,21:40:23,21:40:24,21:40:29,21:40:31,21:40:34,,21:40:38,,21:40:40,21:40:43,,,no,,0,no,,0,1 (21:39:17) | 1 (21:42:56),81,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,4/29/20 21:21,12,548,3:08,21:38:24,21:43:35,7,Explica de manera correcta la funcion de la fundacion y ademas convence al transeunte de ser socio ,131,7,6,7,4,5,4,5.6,5,2.4,4.3,6.3,,4,,1.9,1,21:42:58,21:39:51,21:40:03,21:40:07,21:40:12,21:40:18,21:40:20,21:40:23,21:40:24,21:40:29,21:40:31,21:40:34,,21:40:38,,21:40:40,21:40:43,,,no,,0,no,,0,1 (21:39:17) | 1 (21:42:56),81,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4/29/20 21:24,12,1687,1:20,21:43:36,21:46:54,2.2,"Debido a que es muy insistente y poco comprensiva, ademas se altera un poco cuando el transeunte le dice que no",125,5,2,1,1,1,4.1,1,2.3,7,3,4.1,,1,,6.1,1.9,21:45:48,21:44:23,21:44:32,21:45:05,21:45:09,21:45:11,21:45:15,21:45:17,21:45:20,21:45:22,21:45:24,21:45:27,,21:45:29,,21:45:31,21:45:34,,,no,,0,no,,0,1 (21:44:03),17,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4/29/20 21:24,12,1687,1:20,21:43:36,21:46:55,2.2,"Debido a que es muy insistente y poco comprensiva, ademas se altera un poco cuando el transeunte le dice que no",125,5,2,1,1,1,4.1,1,2.3,7,3,4.1,,1,,6.1,1.9,21:45:48,21:44:23,21:44:32,21:45:05,21:45:09,21:45:11,21:45:15,21:45:17,21:45:20,21:45:22,21:45:24,21:45:27,,21:45:29,,21:45:31,21:45:34,,,no,,0,no,,0,1 (21:44:03),17,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,4/29/20 21:27,12,52,0:27,21:46:56,21:49:39,7,"Explica de manera rapida y entendible, respetuosa y empatica",63,7,6,7,7,7,5.4,2,7,1.9,6.6,5.9,,1.4,,1,4.7,21:49:14,21:48:15,21:48:18,21:48:20,21:48:25,21:48:27,21:48:29,21:48:33,21:48:52,21:48:56,21:48:59,21:49:02,,21:49:03,,21:49:05,21:49:07,,,no,,0,no,,0,1 (21:47:00) | 1 (21:49:12),79,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4/29/20 21:33,12,327,0:16,21:49:41,21:56:15,6.1,Es empatico y explica inmediatamente cual es el fin de su intervencion ,77,7,5.6,7,7,5.1,6.1,5.3,5.4,2,4.6,4.5,,2.4,,2.3,2.7,21:53:16,21:53:38,21:55:32,21:55:35,21:55:37,21:55:42,21:55:45,21:55:47,21:55:49,21:55:51,21:55:55,21:55:57,,21:55:58,,21:56:00,21:56:06,,,no,,0,no,,0,1 (21:52:45) | 1 (21:53:02) | 1 (21:55:25),59,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,4/29/20 21:39,12,125-2,1:42,21:56:17,22:02:13,0,,0,5.6,6.7,6.9,5.8,6.3,6.3,6.6,6.4,1,5.7,7,,2.3,,1.8,5.5,,22:01:25,21:59:02,21:59:04,21:59:06,21:59:08,21:59:11,21:59:13,21:59:17,22:02:04,21:59:43,21:59:45,,21:59:49,,22:01:32,22:01:36,,,no,,0,no,,0,1 (21:58:29) | 1 (22:01:25),72,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4/29/20 21:42,12,5,0:56,22:02:14,22:05:00,5,"Es respetuosa y empatica, sin embargo, no tiene las palabras correctas para explicar el fin de la intervencion ",127,6,5,1.7,5.5,5.3,6.6,7,6.3,1,5.4,6,,2,,4,3.3,22:04:29,22:02:45,22:02:51,22:02:53,22:02:56,22:02:59,22:03:26,22:03:28,22:03:31,22:03:33,22:03:35,22:03:37,,22:03:39,,22:03:43,22:04:18,,,no,,0,no,,0,1 (22:02:28),52,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,4/29/20 21:57,12,541,0:23,22:05:01,22:19:57,5.8,"Aunque no tuvo la oportunidad de explicar el tema, fue respetuoso y empatico",98,1,4,1.6,1.3,4,4.8,5.6,5.9,1.9,5,5,,2.8,,4.7,3.2,22:07:45,22:08:17,22:08:14,22:12:14,22:12:16,22:12:20,22:12:21,22:12:27,22:12:25,22:12:29,22:12:31,22:12:33,,22:12:37,,22:12:41,22:12:43,,,no,,0,no,,0,1 (22:07:04),59,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,4/29/20 21:59,12,201,1:33,22:20:01,22:22:31,0,"Empatico y respestuoso, explica de manera clara el fin de la intervecion (Este audio ya lo habia escuchado, no recuerdo si en la practica o ahora en la evaluacion)",213,7,6.8,7,5.1,5.3,6.1,5.8,6.8,1,5.7,5.3,,2.1,,2.2,4,,22:20:12,22:22:01,22:22:03,22:22:12,22:22:11,22:20:25,22:20:27,22:20:32,22:22:16,22:20:38,22:22:18,,22:22:20,,22:22:23,22:22:23,,,no,,0,no,,0,1 (22:20:03),48,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4/29/20 22:05,12,368,0:24,22:22:32,22:28:25,5.5,Explica correctamente el tema ,32,7,5.2,6.7,6.5,5.3,6,6.1,5.1,1.9,5,4.9,,2.3,,2.6,1.9,22:28:16,22:24:56,22:25:36,22:25:44,22:25:53,22:25:59,22:26:08,22:27:02,22:27:19,22:27:35,22:27:44,22:27:46,,22:27:55,,22:27:56,22:28:04,,,no,,0,no,,0,1 (22:24:33) | 1 (22:25:24),57,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,4/29/20 22:08,12,151,0:27,22:28:25,22:30:40,6.4,Explica con cordialidad el tema y tiene un buen vocabulario para explicarlo,109,5.9,5.2,6.7,6.7,5.1,6.6,5.9,5.6,1.4,5.3,4.8,,2.3,,1.6,2.6,22:30:10,22:29:26,22:29:28,22:29:31,22:29:34,22:29:37,22:29:44,22:29:46,22:29:47,22:29:49,22:29:50,22:29:53,,22:29:54,,22:29:58,22:29:59,,,no,,0,no,,0,1 (22:28:34),66,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4/29/20 22:14,12,1667,0:27,22:30:41,22:36:36,5.2,Explica de manera clara,27,6.7,5.7,6.1,5.9,6,6.6,6.5,6.7,1.7,5.3,5.6,,2.3,,2.3,2.4,22:36:19,22:33:13,22:33:12,22:35:38,22:35:40,22:35:41,22:35:44,22:35:47,22:35:49,22:35:51,22:35:54,22:36:02,,22:36:04,,22:36:06,22:36:08,,,no,,0,no,,0,1 (22:30:55) | 2 (22:31:18) | 1 (22:33:04) | 1 (22:35:33),63,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,4/29/20 22:16,12,610,1:29,22:36:38,22:39:01,5.7,Explica bien y trata de convencer al transeunte ,50,6.9,6.2,6.8,6.1,6.1,6.8,6,5.5,4,5.4,5.2,,2.8,,3,4,22:38:48,22:37:29,22:37:34,22:37:32,22:37:55,22:38:00,22:38:02,22:38:04,22:38:08,22:38:11,22:38:22,22:38:30,,22:38:32,,22:38:35,22:38:37,,,no,,0,no,,0,1 (22:36:52),58,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,4/29/20 22:21,12,854,0:09,22:39:03,22:44:07,6,Explica de manera rapida y especifica ,50,6.5,3.1,5.3,5.9,4.9,6.4,6.4,6,1.6,5.3,5.4,,2.4,,2,2.8,22:43:51,22:42:33,22:42:36,22:42:41,22:42:40,22:42:44,22:42:46,22:42:50,22:42:51,22:42:53,22:42:55,22:43:01,,22:43:12,,22:43:15,22:43:33,,,no,,0,no,,0,1 (22:39:19) | 1 (22:39:29) | 1 (22:42:27),60,3,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,4/29/20 22:24,12,181,0:48,22:44:08,22:46:42,4,"No logra explicar el tema, asumo que ya habia conversado con el transeunte antes.",85,6.7,6.4,2.2,5.4,5.9,6.2,6.3,6.3,1.4,5.3,5.8,,2,,2,2.5,22:45:45,22:45:00,22:45:02,22:45:10,22:45:13,22:45:15,22:45:16,22:45:18,22:45:20,22:45:21,22:45:24,22:45:27,,22:45:28,,22:45:29,22:45:32,,,no,,0,no,,0,1 (22:44:37),47,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,4/29/20 22:27,12,83-6,0:03,22:46:44,22:50:29,4.2,El voluntario no logra explicar el tema ya que su frase de apertura no fue suficiente para que el transeunte se detuviera ,130,1.2,1.1,2.2,4,1.2,5.3,5.4,4.5,1.1,4,4,,1.3,,1.3,1.2,22:49:43,22:49:02,22:49:04,22:49:09,22:49:10,22:49:12,22:49:14,22:49:16,22:49:18,22:49:19,22:49:22,22:49:23,,22:49:26,,22:49:27,22:49:29,,,no,,0,no,,0,1 (22:48:52),50,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,4/29/20 22:30,12,49,0:21,22:50:30,22:53:05,6.7,"Explica de manera clara, es repetuosa y empatica ",59,6.9,3.2,6.2,6.2,5.8,6.2,6.3,6.5,1.5,5.4,5.3,,2.3,,2.3,2.6,22:52:14,22:52:27,22:52:33,22:52:30,22:52:36,22:52:37,22:52:39,22:52:40,22:52:42,22:52:45,22:52:46,22:52:51,,22:52:53,,22:52:54,22:52:57,,,no,,0,no,,0,1 (22:51:38) | 1 (22:52:14),72,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4/29/20 22:47,12,885,0:48,22:53:06,23:10:06,6.3,Explica de manera clara y empatica ,39,6.8,5.1,6.9,6.8,5.6,6.8,6.2,5.8,1.6,5.6,4.8,,2.6,,2.6,3.5,22:54:11,22:56:21,22:56:23,22:56:26,22:56:28,22:56:34,22:56:37,22:56:39,22:56:42,23:01:26,23:01:27,23:01:31,,23:09:48,,23:09:52,23:09:53,,,no,,0,no,,0,1 (22:53:09) | 1 (22:56:17) | 1 (23:09:35),57,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,4/29/20 22:49,12,1661,0:22,23:10:07,23:11:37,5.2,"Si bien la voluntaria explico que venia de la fundacion, no explico el porque se deberia hacer socia",145,5.8,4.8,3.5,5.3,5.4,5,5.2,5.3,2,4,5.1,,2.8,,2.6,2.6,23:11:09,23:10:17,23:10:20,23:10:24,23:10:27,23:11:12,23:11:13,23:11:15,23:11:17,23:11:20,23:11:23,23:11:25,,23:11:26,,23:11:27,23:11:28,,,no,,0,no,,0,1 (23:10:10) | 1 (23:11:02),39,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,4/29/20 22:50,12,377-1,0:19,23:11:39,23:12:46,0,,0,3.3,2.8,3.6,3.6,4.6,5.1,5.9,4.4,2.3,5.1,4,,3,,3.1,3.1,,23:12:09,23:12:13,23:12:15,23:12:17,23:12:19,23:12:21,23:12:25,23:12:26,23:12:29,23:12:30,23:12:32,,23:12:34,,23:12:35,23:12:36,,,no,,0,no,,0,1 (23:11:53),59,3,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,4/29/20 22:53,12,3,0:07,23:12:48,23:16:17,6,Buen tono de voz y con su frase de apertura podria persuadir al transeunte ,133,5.5,4,4,4,4.8,5.1,4.7,4.9,1.6,4.5,4,,2,,1.9,2.5,23:15:00,23:15:45,23:15:49,23:15:50,23:15:52,23:15:53,23:15:55,23:15:56,23:15:59,23:16:00,23:16:01,23:16:03,,23:16:04,,23:16:06,23:16:08,,,no,,0,no,,0,1 (23:14:53),51,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4/29/20 23:02,12,127-2,6:05,23:16:19,23:24:57,0,,0,6.3,6.2,6.4,6.3,6.3,6.4,6.6,6.8,5.2,6.3,5.9,,1.7,,1.7,1.8,,23:17:06,23:17:08,23:17:10,23:17:13,23:17:18,23:17:19,23:17:21,23:17:22,23:22:05,23:18:25,23:18:33,,23:18:36,,23:18:38,23:18:39,,,no,,0,no,,0,1 (23:16:27),68,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,4/29/20 23:11,12,847,1:23,23:24:58,23:34:33,6.2,Energica y empatica ,23,6.2,5.9,5.3,5.5,6.3,6.4,6.2,6.5,2.5,5.3,5.2,,2.9,,2.8,2.9,23:33:56,23:28:17,23:28:18,23:28:20,23:28:22,23:28:23,23:28:27,23:28:26,23:28:30,23:28:32,23:28:34,23:28:43,,23:33:43,,23:33:44,23:33:46,,,no,,0,no,,0,1 (23:27:03) | 1 (23:33:34),66,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4/30/20 10:04,3,694,1:02,10:10:44,10:27:32,6.3,Tiene una introduccion que atrapa al traseunte y dice todo de una forma simple ,179,6.3,2.9,6.3,5.5,4.8,4,6.7,6.2,4.5,4.5,6.6,,4.8,,1.5,1.4,10:23:56,10:25:24,10:25:27,10:25:32,10:25:47,10:25:48,10:25:51,10:25:53,10:25:58,10:26:01,10:26:13,10:26:16,,10:26:22,,10:26:29,10:26:35,,,no,No se menciona ni un cumplido,32,no,La voluntaria no destaca ni una similitud ente ellas,86,1 (10:21:05) | 2 (10:21:53) | 1 (10:23:17) | 1 (10:23:39),45,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,4/30/20 10:13,3,127-2,6:05,10:27:32,10:36:17,6.2,"Entrega informacion muy clara pero se explaya  mucho y cansa un poco, tal vez deberia hablar un poco mas rapido, pero el nivel de energia es muy bueno",205,6.5,1.2,6.9,3,6.1,6.1,6.9,6.4,5,6,6.2,,4.7,,1.7,1.3,10:35:12,10:34:05,10:34:17,10:34:18,10:35:06,10:34:23,10:34:27,10:34:35,10:34:37,10:34:44,10:34:49,10:34:51,,10:34:55,,10:34:59,10:35:37,,,no,La voluntaria no  dice ni un piropo,40,no,No se menciona ni una similitud,32,1 (10:27:43) | 2 (10:27:44) | 1 (10:27:45) | 1 (10:34:08),47,4,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,4/30/20 10:20,3,22-16,5:28,10:36:17,10:42:48,5.3,"-igual a un audio anterior, hace unos 30 audios aprox-Tiene un buen nivel de energia y se da a entender, tal vez deberia dar mas informacion antes de inscribir para que la gente este segura",342,6.3,1.6,4.7,6.3,6.1,6.1,6.5,6.5,4.8,5.5,6.1,,2,,1.9,1.4,10:41:16,10:41:03,10:41:05,10:41:25,10:41:33,10:41:36,10:41:38,10:41:41,10:41:43,10:41:49,10:41:53,10:41:55,,10:41:57,,10:42:01,10:42:04,,,no,No se menciona ni un cumplido,34,no,La voluntaria no nombra ni una similitud,41,3 (10:36:31) | 4 (10:36:32) | 1 (10:36:33),39,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,4/30/20 10:23,3,60,0:19,10:42:49,10:46:04,4.4,Tiene un tono de voz agradable pero habla muy lento y le falta un poco de energia,82,4,1.2,2.6,2.6,4,2.6,6.4,5,2.1,2.5,6.2,,1.7,,3.4,1.2,10:43:49,10:43:53,10:43:56,10:44:32,10:44:27,10:44:36,10:44:38,10:44:41,10:44:43,10:44:48,10:44:55,10:44:58,,10:45:02,,10:45:07,10:45:11,,,no,No se dijo ni un piropo en la ocnversacion,43,no,El audio es corto y no se mencionan similitudes,63,1 (10:42:51) | 1 (10:43:13),27,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,4/30/20 10:27,3,376,0:14,10:46:05,10:49:34,5.3,Habla lo justo de rapido y tiene una buena introduccion que en general yo creo que captaria la atencion,155,3.6,1.3,1.5,1.5,4.7,2.9,6.5,5.4,3.3,4.2,6.1,,4,,1.4,1.2,10:47:48,10:47:57,10:47:59,10:48:01,10:48:03,10:48:12,10:48:16,10:48:18,10:48:22,10:48:27,10:48:34,10:48:52,,10:48:42,,10:48:45,10:48:48,,,no,No se dice ni un piropo,30,no,Tampoco se mencionan similitudes entre ambas personas,68,1 (10:46:10) | 1 (10:46:49) | 2 (10:46:50) | 1 (10:46:50) | 2 (10:46:51) | 1 (10:46:52) | 1 (10:47:23),32,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4/30/20 10:30,3,49,0:21,10:49:36,10:53:34,5.2,se escucha con energia y se adapto bien al cliente,68,5.9,1.3,3,3.1,5.1,6,6.7,6.3,4,4.9,6.1,,1.9,,1,1.1,10:50:37,10:52:11,10:52:12,10:52:21,10:52:23,10:52:27,10:52:30,10:52:32,10:52:35,10:52:38,10:52:40,10:52:43,,10:52:48,,10:52:50,10:52:52,,,no,No se dice ni un piropo durante la conversacion,50,no,La voluntaria no menciona similitudes ,55,1 (10:50:06) | 1 (10:50:32) | 1 (10:51:28),34,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,4/30/20 10:37,3,797-2,6:59,10:53:35,10:59:48,5.7,"se maneja con la informacion y la entrega de forma clara, sabe conectar con el traseunte",109,6.5,1.3,6.1,6.3,6.5,4.7,6.5,6.1,4,4.7,5.3,,4.8,,2.2,1.3,10:58:43,10:55:09,10:55:10,10:59:33,10:59:37,10:59:19,10:59:18,10:55:26,10:55:28,10:55:30,10:55:34,10:55:38,,10:55:54,,10:55:52,10:55:56,,,no,No se menciona ni un cumplido,36,no,Durante la conversacion no se nombra ni una similitud,54,1 (10:53:43),43,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,4/30/20 15:52,8,94,0:48,18:44:46,16:15:01,5.5,"Ya he escuchado este audio antes. Le puse esta nota ya que entrega buena informacion sobre que hacen, que necesitan y como se puede ayudar.",188,6.5,5.5,7,7,5.5,7,5.5,6,1,6,6,,5,,1,1,16:13:10,16:14:12,16:14:15,16:14:19,16:14:21,16:14:25,16:14:26,16:14:29,16:14:30,16:14:33,16:14:36,16:14:42,,16:14:46,,16:14:52,16:14:54,,,no,,0,no,,0,1 (16:12:58),30,3,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4/30/20 15:54,8,377-2,0:16,16:15:01,16:17:08,5,Le falta un poco mas de entusiasmo al momento de explicar informacion y de pedir la colaboracion ,102,2,2,2,2.5,3,1,5.5,0,1,2,5,,1,,1,1,16:15:17,16:16:07,16:16:11,16:16:15,16:16:19,16:16:22,16:16:25,16:16:29,,16:16:34,16:16:38,16:16:41,,16:16:54,,16:16:56,16:16:59,,,no,,0,no,,0,1 (16:15:09) | 2 (16:15:09) | 1 (16:15:10),7,2,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,4/30/20 15:57,8,1687,1:20,16:17:09,16:19:56,5,Le pise esta nota ya que parte con buena disposicion y explica como puede ayudar la persona.,106,5,2,2.5,3,6,5,6,5.5,5.5,5,5,,3,,1,1,16:17:51,16:19:38,16:19:40,16:19:46,16:19:00,16:18:54,16:18:50,16:18:46,16:18:43,16:18:13,16:18:23,16:18:26,,16:18:30,,16:18:33,16:18:35,,,no,,0,si,Se refiere a la persona como vecino.,44,1 (16:17:11) | 1 (16:19:04),10,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4/30/20 16:02,8,22-16,5:28,16:19:56,16:25:24,6,He escuchado este audio antes. Logra captar al transeunte para explicarle como puede aportar y como funciona.,137,6,3,5.5,5.5,5.5,4.5,6,4.5,3,5.5,6,,3,,1,3.8,16:23:43,16:20:52,16:20:56,16:20:59,16:21:00,16:21:03,16:21:08,16:21:11,16:21:15,16:21:30,16:22:14,16:22:26,,16:22:30,,16:22:32,16:22:38,,,no,,0,no,,0,1 (16:20:00),35,3,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4/30/20 16:14,8,2029,0:19,16:35:29,16:37:35,5.5,Da buena informacion en corto tiempo.,66,5.5,2,5.5,5,3,2.8,4.5,3,4.6,0,5,,5,,1,1.1,16:36:20,16:36:23,16:36:28,16:36:31,16:36:52,16:36:46,16:37:10,16:37:07,16:37:03,16:37:01,,16:37:14,,16:37:20,,16:37:24,16:37:25,,,no,,0,no,,0,1 (16:35:40) | 1 (16:36:38),20,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4/30/20 16:17,8,889,0:51,16:38:05,16:40:30,5.8,"Explica como ayudan a los niÃ±os de riego y como funciona Hogar de Cristo,y tambien  explica  la manera de aportar.",189,5.5,2,6.1,6,5.5,5.5,6,6,1,5.8,6,,4.5,,1,1,16:39:28,16:39:32,16:39:34,16:39:36,16:39:39,16:39:42,16:39:45,16:39:49,16:39:55,16:40:00,16:40:04,16:40:08,,16:40:16,,16:40:18,16:40:20,,,no,,0,no,,0,1 (16:38:15) | 2 (16:38:16) | 1 (16:38:16),20,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4/30/20 16:27,8,141,0:16,16:40:30,16:49:49,5,"Buena onda, explica cual es la forma de aportar, ",82,5,2.5,2.4,2.5,4,2,6,5.5,1,3,5.5,,2.5,,1,1,16:40:57,16:41:42,16:48:29,16:48:31,16:48:33,16:48:38,16:48:43,16:48:53,16:48:58,16:48:59,16:49:05,16:49:09,,16:49:13,,16:49:36,16:49:39,,,no,,0,no,,0,1 (16:40:36) | 1 (16:40:58) | 2 (16:41:04) | 1 (16:41:06) | 1 (16:41:23) | 1 (16:48:17),15,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
